store_id,store_name,location,manager_name,sales,region,manager_id
258,Valencia-Martinez Store,"79067 Edwards Course Suite 828, East Mary, PR 11426",,49953.00,South,
259,"Rice, Martinez and Rivera Store","9312 Mccullough Highway Suite 529, Lake Ashley, WV 75715",,35145.00,West,
260,Allen-Malone Store,"33917 Hickman Pine Apt. 280, Arthurstad, PR 07049",,45656.00,North,
261,"Hamilton, Peck and Hobbs Store","182 James Vista, Knightview, IL 25463",,90484.00,North,
266,Carey-George Store,"02377 Rodriguez Ridges, South Billy, MH 50454",,11976.00,East,
269,Ferguson-Wilson Store,"92600 Weber Village Apt. 863, South Cassiemouth, MP 29697",,27954.00,North,
272,Greer Group Store,"716 David Springs Suite 729, Lake Karenhaven, UT 44810",,83972.00,South,
273,"Carpenter, Gill and Haas Store","7735 Benjamin Prairie Apt. 318, North Cheryl, RI 81548",,82672.00,Central,
274,Gonzalez Inc Store,"657 Hunt Roads Apt. 463, South Lisa, NJ 66769",,33539.00,West,
275,Gonzalez-Hudson Store,"4813 George Motorway, West Andrewfort, MH 44382",,7262.00,South,
276,Page LLC Store,"40607 Patricia Circles Suite 110, Andersonstad, UT 43727",,26398.00,South,
278,"Lin, Henson and Becker Store","271 James Village, Lake Courtneyfurt, KS 99915",,4802.00,East,
279,Montgomery-King Store,"89950 Sherman Dale, New Jordanborough, IL 69657",,14327.00,West,
281,Wright-Benton Store,"364 Wright Squares, East Jacobtown, AS 80616",,80501.00,North,
282,"Flowers, Maldonado and Floyd Store","762 Heather Ford, South Cynthia, AL 11365",,42005.00,Central,
283,Barry LLC Store,"273 Henry Port Suite 380, Halltown, OK 20574",,19819.00,South,
285,Schneider-Irwin Store,"61454 Evans Highway Apt. 072, Knighthaven, PA 68609",,87770.00,North,
286,"Barker, Brown and Harris Store","Unit 4267 Box 1721, DPO AP 29927",,39502.00,West,
288,Edwards PLC Store,"4926 Moore Coves Suite 676, Toddville, MO 81202",,44330.00,North,
290,"Dunlap, Smith and Mcdaniel Store","385 Joseph Bypass Apt. 757, West Kimberlytown, NC 22924",,57825.00,North,
292,Morse-Cameron Store,"9179 Brady Shores, North Victor, HI 83650",,11820.00,West,
293,Herrera-Hunter Store,"0251 Wallace Track, West Jessicamouth, OH 24941",,93981.00,West,
294,"Marshall, Jones and Evans Store","2250 Ashley Lakes Apt. 646, Helenborough, SC 13028",,62606.00,North,
296,Martinez LLC Store,"536 Davis Locks, Aprilfurt, SC 02542",,835.00,South,
297,Rhodes Group Store,"492 Michael Cliffs, Stantonland, VI 85209",,85770.00,South,
298,Allen-Moore Store,"0614 Alisha Drives, Lake Tyler, NV 61357",,62277.00,East,
299,Boyd-Holmes Store,"21385 Bridges Pike Apt. 910, Port Elizabeth, VA 17541",,40278.00,East,
300,Bradshaw-Schneider Store,"67424 Meghan Mills, Lake Brianhaven, VT 06692",,16853.00,East,
301,"Johnson, Harrison and Garcia Store","USNS Gomez, FPO AA 36676",,86384.00,North,
303,Johnson and Sons Store,"198 Garrett Crest Apt. 731, Port Katherine, PR 76248",,77049.00,West,
304,"Brown, Moore and Montgomery Store","0562 Brad Ridge Suite 733, North Randallmouth, FM 30905",,30012.00,South,
305,Miller Group Store,"71737 Elizabeth Freeway Apt. 035, Lake Richardside, FM 98904",,12154.00,West,
306,Livingston-Mcclure Store,"086 Kim Island Apt. 179, Johnview, AL 80820",,86803.00,North,
309,Chambers-Murphy Store,"0833 Kelli Glen Apt. 874, Ericksonville, FM 15897",,1085.00,South,
313,"Smith, Young and Mckinney Store","USCGC Kim, FPO AE 90675",,42300.00,East,
316,Vazquez PLC Store,"35923 Lee Inlet Apt. 920, East Peterburgh, IL 28519",,91318.00,Central,
317,Johnson-Owens Store,"1536 Chris Fork Apt. 479, Albertstad, IL 35601",,28996.00,Central,
318,Griffin and Sons Store,"5891 Jeffrey Falls Suite 621, East Christine, TN 14086",,56127.00,South,
319,Wright LLC Store,"5636 Wilson Islands, Gomezville, WV 65381",,67977.00,North,
320,James Group Store,"65590 Jason Shoals Apt. 014, Port Jason, VI 23081",,31371.00,South,
321,Delacruz-Vasquez Store,"1230 Nicole Extensions, Amyton, GU 79412",,81871.00,North,
322,Rogers Inc Store,"43999 Danny Wells Suite 308, East Michael, TX 34357",,805.00,North,
325,Sanchez-Garcia Store,"9904 Elaine Park Suite 260, Cookfort, OK 55935",,99934.00,South,
326,Martinez-Thomas Store,"4268 Alicia Radial Suite 508, Emilymouth, VA 99131",,37295.00,West,
327,Hickman-Hanson Store,"PSC 0913, Box 1826, APO AP 92168",,66096.00,North,
328,"Curtis, Mendez and Moore Store","55572 Chelsey Estate Suite 328, North Tyler, PR 02230",,9552.00,East,
329,Henderson PLC Store,"0672 John Walks Suite 434, New Veronicaview, IA 89448",,54368.00,Central,
330,"Farmer, Mejia and Wyatt Store","456 Haas Court Apt. 826, Laneview, VI 13964",,32990.00,Central,
331,"Anderson, Kelly and Smith Store","164 Laura Mount, Garciaside, WA 19172",,25293.00,South,
332,"Taylor, Snyder and Castro Store","98728 Lamb Greens, South Amy, CO 05771",,15257.00,North,
333,"Garcia, Castro and Salinas Store","088 Leach Neck Apt. 063, Port Michael, PW 17536",,86500.00,North,
334,Baker-Powell Store,"82689 Jenkins Courts, New Natasha, SC 93852",,30243.00,North,
336,Mitchell-Brooks Store,"87627 Wilson Cape, Jonesside, GU 79513",,13805.00,West,
337,Mccarthy-Campbell Store,"4222 Patricia Drive, Granthaven, ME 21991",,80921.00,North,
339,"Zimmerman, Williams and Reeves Store","71515 Jimenez Springs Suite 596, Kellybury, DE 41353",,2662.00,East,
340,"Vasquez, Peters and Barnes Store","14776 Williams Meadows, Fernandezfort, VI 95578",,4619.00,South,
344,Humphrey-Reed Store,"28685 Kathleen Parkway, North Tyler, ME 58046",,65179.00,North,
345,"Johnson, Everett and Vega Store","4827 Colon Ford Apt. 235, Port Meganfurt, LA 27919",,26917.00,West,
346,"Mendez, Long and Robertson Store","9863 Peterson Meadow Apt. 398, Lake Christopher, SD 39698",,39631.00,South,
347,"Anderson, Brown and Johnson Store","50663 Moran Pine, New Christopher, MO 87073",,51248.00,South,
348,Morrison-Rice Store,"8887 Edward Tunnel Suite 464, West Christinaville, CO 34679",,74414.00,Central,
353,"Richards, Pearson and Owens Store","535 Carmen Pine, Danielport, ME 14918",,6095.00,East,
354,"Taylor, Stuart and Pruitt Store","30087 Robert Prairie, Williamburgh, WA 29165",,19607.00,East,
1,Miller and Sons Store,"3140 Carl Cove, Huffmanport, CO 61464",,99532.00,West,
2,"Nelson, Pham and Williams Store","98508 Taylor Rapids, Port Williamfort, AZ 58494",,88897.00,North,
5,Campbell Group Store,"9026 Robert Ridges Suite 272, Lake Roberthaven, RI 64930",,56310.00,East,
8,Padilla PLC Store,"2689 Boone Run, Kennethfort, FL 63432",,6533.00,North,
10,"White, Thompson and Johnson Store","352 Morrison Court, New Samantha, TN 05059",,23149.00,Central,
11,"Gray, Moore and Pruitt Store","444 Moore Turnpike Suite 391, East Wandaville, WI 31748",,34870.00,South,
13,"Little, Nolan and Ramos Store","72742 Barry Mill Apt. 484, West Cheyenne, TN 79252",,9781.00,Central,
14,Ritter-Simmons Store,"792 Harrington Field Suite 961, North Sarashire, HI 42953",,10286.00,South,
15,Cook-Walker Store,"26285 Wilkins Crest, Christophershire, IA 69568",,32940.00,East,
16,Stuart Inc Store,"107 Bailey Parks, Lake Stephanie, NC 02594",,86747.00,East,
17,"Shannon, Griffin and Williams Store","79328 Garrett Cliffs Apt. 827, New Christina, MO 54622",,89896.00,West,
18,Tran-Shields Store,"92789 Shelton Bypass Apt. 658, Pittsstad, IA 68779",,25293.00,West,
19,Nelson-Shields Store,"261 Lisa Dam Suite 527, Lisamouth, MO 26009",,93479.00,West,
20,Butler Group Store,"4566 Watts Courts Apt. 354, Garzaborough, DC 01311",,838.00,South,
22,Gonzalez-Young Store,"402 Ricardo Mission Apt. 304, Kellyland, KS 04611",,41175.00,East,
24,Ball-Wells Store,"790 Chavez Fort Apt. 030, North Josephborough, MS 59240",,12648.00,South,
280,Paul LLC Store,"PSC 3770, Box 5821, APO AP 78480",,64709.00,East,
21,Cook-Jones Store,"55992 Moore Fords Apt. 273, Timothymouth, WY 53636",Michael Miller,78401.00,Central,21
23,"Harris, Graham and Jones Store","4233 Lisa Isle Apt. 364, Sellerstown, AS 69519",Emily Smith,20118.00,East,23
101,Scott Ltd Store,"390 Rachael Shore Suite 602, Hooverport, ND 86879",David Davis,83258.00,North,101
39,Henderson Group Store,"306 Gary Way, North Chadmouth, SD 20061",Robert Davis,48617.00,South,39
41,Pena LLC Store,"11415 Buck Viaduct, Sarahview, MS 21146",Michael Williams,70261.00,Central,229
44,Parker-Moore Store,"70929 Richardson Point, Port Davidberg, VA 83033",Jane Garcia,51183.00,South,44
47,"Baker, Young and White Store","6438 Nunez Oval Apt. 222, Cynthiaview, OH 13445",Jane Miller,50829.00,South,47
48,Hall PLC Store,"6443 Lee Mountain Suite 001, Robertfort, AR 36815",Lisa Jones,4278.00,South,48
49,Hogan-Bean Store,"798 Kyle Drive Apt. 510, East Meredithton, VT 69171",Lisa Miller,4044.00,Central,342
50,"Stuart, Callahan and Michael Store","934 Hampton Shores Suite 475, East Michellechester, DC 35305",Robert Jones,747.00,East,50
52,Pollard-Baker Store,"32713 Jasmin Street Suite 276, Nortonport, MN 67007",Robert Garcia,53874.00,South,52
54,Smith-Jackson Store,"229 Sarah Plains Apt. 963, Andrewbury, MO 03685",John Smith,65223.00,Central,54
57,Arias PLC Store,"38166 Carter Ranch, South Tyler, WY 89289",Emily Smith,80748.00,Central,23
63,Kelly PLC Store,"26875 Cross Loop Suite 788, Mcguirechester, MA 05828",Emily Garcia,21184.00,North,63
65,Perry and Sons Store,"6155 Stone Manor, Herrerabury, WV 14251",Robert Johnson,72327.00,West,65
69,Hayes-Jones Store,"77039 Felicia Islands, Lake Ericfurt, ME 08423",Emily Garcia,80189.00,South,63
70,Long-Crawford Store,"0434 Holly Drive Apt. 243, Robertchester, DC 58335",David Johnson,81271.00,East,70
72,Brown Ltd Store,"8369 Webb Divide, Shannonmouth, NJ 18842",Lisa Brown,85757.00,Central,27
886,Wolfe LLC Store,"USNS Holmes, FPO AP 11614",,84557.00,South,
800,Brown-Smith Store,"USCGC Miller, FPO AE 60104",Sarah Brown,9563.00,North,289
351,Pacheco Inc Store,"595 Bruce Glens, New Kurt, LA 05049",Sarah Davis,81408.00,North,165
78,Scott and Sons Store,"2902 Morgan Crest, Jenniferville, CA 85521",David Garcia,73900.00,Central,78
82,Young Group Store,"08925 Nguyen Island, Blackchester, SC 27983",Jane Miller,64190.00,West,47
84,Berry and Sons Store,"128 Richmond Branch, Lake Michelle, MP 11074",Jane Smith,93758.00,Central,7
87,"Moreno, Martin and Martinez Store","PSC 8473, Box 5516, APO AA 61627",David Smith,35882.00,Central,34
89,Woods-Roman Store,"0243 Jody Squares, Fieldsstad, PW 47928",David Brown,98645.00,Central,129
92,Horne Inc Store,"29672 Malik Cove Suite 370, Keithton, OK 91600",David Williams,14562.00,West,6
93,Barnett-Zavala Store,"91739 Catherine Hill, West John, ND 45992",Emily Garcia,14915.00,North,63
95,"Flores, Graham and Johnson Store","8242 Jonathan Plain, Kristenchester, MN 32942",David Garcia,18861.00,West,78
97,Hess-Smith Store,"950 Harris Motorway Apt. 935, South Christineside, NV 65420",Emily Garcia,50666.00,North,63
99,"Carter, White and Young Store","92942 Bishop Alley Suite 854, Joshuafurt, NJ 94556",Jane Jones,43275.00,North,99
106,"Young, Russell and Cooley Store","5196 Jacob Gardens Suite 116, West Cheyenne, KS 78400",Sarah Williams,19289.00,Central,315
110,Williamson PLC Store,"6302 Parker Harbors, Lake John, PW 73955",Sarah Garcia,65359.00,North,110
117,"Greer, Doyle and Brewer Store","855 Shaw Spring Apt. 852, North Cathybury, CO 45772",Michael Garcia,96837.00,West,117
118,Carroll and Sons Store,"84014 Sullivan Views, Elizabethton, ID 45878",Sarah Johnson,1067.00,Central,118
119,Hoffman Inc Store,"20577 Wright Causeway Apt. 821, East Jamietown, MA 92072",Sarah Jones,8118.00,East,630
121,Foster Inc Store,"573 Fernando Fords Suite 409, New Anthony, GA 91700",David Davis,96346.00,South,101
122,"Frey, Young and Mitchell Store","57007 Gomez Cliffs, Mooretown, WV 65042",Jane Williams,34464.00,North,546
123,Espinoza Inc Store,"35421 Joseph Station Suite 530, Rodneymouth, RI 90383",Michael Miller,71197.00,South,21
124,Allen-Garza Store,"234 Shawn Walk Suite 780, Chaseside, SC 46749",John Davis,51029.00,West,124
