product_id,product_name,category,stock_level,reorder_level,supplier_id,last_updated
258,LogitechLS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,4,2,4646,2019-07-30 11:44:20.015401
259,Bretford Rectangular Conference Table Tops,Furniture,74,19,4532,2021-03-16 16:52:30.986024
260,Xerox 232,Office Supplies,33,29,4907,2021-06-02 08:22:36.83199
261,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,97,24,4064,2021-06-11 02:00:51.9223
262,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,20,28,4819,2021-11-21 08:32:12.378614
263,Hoover Portapower Portable Vacuum,Office Supplies,22,32,4508,2022-06-22 05:16:16.57611
264,"Fellowes Mobile File Cart, Black",Office Supplies,47,6,4127,2022-06-10 13:16:33.674119
265,Zipper Ring Binder Pockets,Office Supplies,41,4,4429,2020-05-28 08:40:14.92068
266,KI Conference Tables,Furniture,61,26,4332,2022-02-10 02:59:44.646561
267,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,66,12,4993,2020-04-09 08:57:27.763111
268,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,59,28,4298,2020-07-21 15:51:01.220749
269,VTech DS6151,Technology,80,20,4781,2019-07-04 20:16:20.013593
270,Storex Dura Pro Binders,Office Supplies,81,21,4869,2022-05-30 03:42:52.689752
271,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,Office Supplies,3,47,4503,2019-08-09 22:39:32.273935
272,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,45,11,4247,2022-03-06 04:31:21.527459
273,Xerox 1916,Office Supplies,49,45,4652,2020-02-28 13:33:12.500983
274,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",Office Supplies,22,33,4130,2019-08-17 09:35:30.45722
275,Logitech Trackman Marble Mouse,Technology,17,31,4566,2022-02-25 03:12:07.049478
276,Xerox 23,Office Supplies,63,28,4630,2019-11-08 07:15:51.566766
277,Griffin GC17055 Auxiliary Audio Cable,Technology,57,37,4531,2019-02-23 05:51:58.39791
278,Prang Drawing Pencil Set,Office Supplies,8,49,4276,2019-07-19 19:04:45.99149
279,Avoid Verbal Orders Carbonless Minifold Book,Office Supplies,82,3,4841,2019-12-12 17:05:54.881956
280,"Avery Flip-Chart Easel Binder, Black",Office Supplies,16,35,4166,2021-09-11 06:18:54.365723
281,"Ultra Door Kickplate, 8""H x 34""W",Furniture,58,10,4399,2021-05-07 00:51:44.124524
282,Safco Contoured Stacking Chairs,Furniture,23,13,4165,2021-02-23 03:44:45.695263
283,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,92,7,4769,2020-06-21 20:40:33.252712
284,OIC Bulk Pack Metal Binder Clips,Office Supplies,17,42,4911,2020-09-21 02:46:00.31581
285,Samsung Rugby III,Technology,60,6,4205,2019-10-01 05:46:51.474024
286,Hon Valutask Swivel Chairs,Furniture,54,46,4819,2021-12-20 14:11:44.819581
287,"Adams ""While You Were Out"" Message Pads",Office Supplies,96,41,4876,2021-03-14 05:29:15.968116
288,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",Technology,90,15,4509,2022-08-17 20:57:14.878872
289,GBC Instant Report Kit,Office Supplies,62,45,4848,2020-02-14 23:34:22.702547
290,Xerox 205,Office Supplies,49,5,5015,2022-09-10 23:06:44.639429
291,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,93,4,4637,2021-05-20 05:01:29.18676
292,Office Star - Contemporary Task Swivel Chair,Furniture,13,8,4823,2022-02-16 21:39:18.103273
293,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,78,20,5005,2019-07-10 21:57:14.646481
294,Martin-Yale Premier Letter Opener,Office Supplies,75,19,4996,2020-03-08 19:51:09.025029
295,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,49,48,5043,2019-01-14 15:59:34.48451
296,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology,40,18,4107,2019-07-25 06:34:24.978331
297,Staples in misc. colors,Office Supplies,33,33,4690,2020-09-05 13:36:46.934799
298,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,38,14,4137,2019-09-08 14:21:41.639935
299,Avery 509,Office Supplies,26,10,4373,2022-08-16 17:23:07.680058
300,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,98,36,4318,2021-03-09 01:01:01.264165
301,Tennsco Double-Tier Lockers,Office Supplies,70,38,4809,2021-12-23 16:23:54.241523
302,OIC Binder Clips,Office Supplies,25,47,4200,2019-06-23 03:30:39.08021
303,Logitech G600 MMO Gaming Mouse,Technology,61,23,4831,2022-04-16 20:39:25.925111
304,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,7,14,5039,2020-09-18 03:42:49.639694
305,"Metal Folding Chairs, Beige, 4/Carton",Furniture,53,16,4195,2020-10-20 14:08:13.436747
306,Avery 512,Office Supplies,7,12,4182,2021-03-02 10:33:09.888365
307,Newell 341,Office Supplies,69,25,4940,2021-07-31 17:42:03.206402
308,GE 30524EE4,Technology,66,8,4496,2021-11-30 04:10:23.047091
309,Fellowes Super Stor/Drawer Files,Office Supplies,76,13,4446,2022-07-04 05:29:49.0189
310,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,15,43,4802,2019-05-18 18:41:45.318685
311,Economy Rollaway Files,Office Supplies,19,22,4573,2022-03-13 08:22:15.93686
312,Catalog Binders with Expanding Posts,Office Supplies,96,26,4689,2020-05-04 10:56:00.683511
