product_id,product_name,category,stock_level,reorder_level,supplier_id,last_updated
211,lead let,Grocery,95,32,4887,2024-10-23 21:56:56.821984
212,artist help,Furniture,89,43,4383,2024-10-23 21:56:56.821984
213,deal resource,Grocery,88,13,4371,2024-10-23 21:56:56.821984
214,then success,Books,38,3,4054,2024-10-23 21:56:56.821984
215,decade large,Electronics,85,33,4263,2024-10-23 21:56:56.821984
216,clearly protect,Electronics,51,27,4637,2024-10-23 21:56:56.821984
217,necessary player,Electronics,42,1,4765,2024-10-23 21:56:56.821984
218,real around,Grocery,3,48,4498,2024-10-23 21:56:56.821984
219,truth better,Electronics,29,12,4775,2024-10-23 21:56:56.821984
220,own year,Clothing,86,35,4101,2024-10-23 21:56:56.821984
221,audience current,Grocery,25,45,4880,2024-10-23 21:56:56.821984
222,marriage general,Toys,84,4,4161,2024-10-23 21:56:56.821984
223,much hand,Clothing,3,14,4151,2024-10-23 21:56:56.821984
224,around from,Grocery,68,21,4428,2024-10-23 21:56:56.821984
225,writer east,Electronics,22,6,4265,2024-10-23 21:56:56.821984
226,agent hear,Clothing,90,3,4206,2024-10-23 21:56:56.821984
227,physical skin,Electronics,91,13,4563,2024-10-23 21:56:56.821984
228,perhaps teach,Electronics,40,9,4662,2024-10-23 21:56:56.821984
229,top Republican,Furniture,36,2,4110,2024-10-23 21:56:56.821984
230,meet somebody,Furniture,4,25,4917,2024-10-23 21:56:56.821984
231,spring specific,Clothing,73,37,4628,2024-10-23 21:56:56.821984
232,major player,Clothing,91,50,4188,2024-10-23 21:56:56.821984
233,admit democratic,Furniture,80,5,4159,2024-10-23 21:56:56.821984
234,shake traditional,Electronics,83,20,4789,2024-10-23 21:56:56.821984
235,involve administration,Clothing,6,17,4157,2024-10-23 21:56:56.821984
236,degree issue,Furniture,37,22,4679,2024-10-23 21:56:56.821984
237,window such,Clothing,100,30,4275,2024-10-23 21:56:56.821984
238,positive always,Clothing,90,23,4463,2024-10-23 21:56:56.821984
239,water amount,Electronics,8,48,4402,2024-10-23 21:56:56.821984
240,charge teacher,Clothing,5,12,4939,2024-10-23 21:56:56.821984
241,level owner,Toys,85,12,4424,2024-10-23 21:56:56.821984
242,part country,Toys,11,27,4907,2024-10-23 21:56:56.821984
243,either free,Clothing,5,2,4197,2024-10-23 21:56:56.821984
244,future campaign,Electronics,78,19,4505,2024-10-23 21:56:56.821984
245,wife face,Books,66,35,4870,2024-10-23 21:56:56.821984
246,range notice,Furniture,84,18,4816,2024-10-23 21:56:56.821984
247,reduce available,Books,82,4,4711,2024-10-23 21:56:56.821984
248,better let,Clothing,96,7,5001,2024-10-23 21:56:56.821984
249,husband expert,Electronics,4,31,4317,2024-10-23 21:56:56.821984
250,friend son,Books,98,26,4274,2024-10-23 21:56:56.821984
251,reveal son,Toys,22,23,4722,2024-10-23 21:56:56.821984
252,least training,Toys,3,41,4986,2024-10-23 21:56:56.821984
253,about approach,Electronics,33,42,5026,2024-10-23 21:56:56.821984
254,early admit,Grocery,37,11,4584,2024-10-23 21:56:56.821984
255,charge everyone,Toys,79,32,4408,2024-10-23 21:56:56.821984
256,finally medical,Grocery,41,47,4506,2024-10-23 21:56:56.821984
257,understand board,Clothing,94,39,4273,2024-10-23 21:56:56.821984
258,long detail,Furniture,4,2,4646,2024-10-23 21:56:56.821984
259,debate task,Books,74,19,4532,2024-10-23 21:56:56.821984
260,focus could,Clothing,33,29,4907,2024-10-23 21:56:56.821984
261,very popular,Clothing,97,24,4064,2024-10-23 21:56:56.821984
262,personal international,Furniture,20,28,4819,2024-10-23 21:56:56.821984
263,movement order,Books,22,32,4508,2024-10-23 21:56:56.821984
264,hope he,Books,47,6,4127,2024-10-23 21:56:56.821984
265,matter second,Books,41,4,4429,2024-10-23 21:56:56.821984
266,give cut,Clothing,61,26,4332,2024-10-23 21:56:56.821984
267,involve process,Books,66,12,4993,2024-10-23 21:56:56.821984
268,somebody item,Electronics,59,28,4298,2024-10-23 21:56:56.821984
269,wide significant,Toys,80,20,4781,2024-10-23 21:56:56.821984
270,simply project,Clothing,81,21,4869,2024-10-23 21:56:56.821984
271,measure son,Electronics,3,47,4503,2024-10-23 21:56:56.821984
272,field however,Furniture,45,11,4247,2024-10-23 21:56:56.821984
273,reveal wish,Grocery,49,45,4652,2024-10-23 21:56:56.821984
274,my involve,Clothing,22,33,4130,2024-10-23 21:56:56.821984
275,natural eat,Grocery,17,31,4566,2024-10-23 21:56:56.821984
276,peace pressure,Electronics,63,28,4630,2024-10-23 21:56:56.821984
277,away same,Toys,57,37,4531,2024-10-23 21:56:56.821984
278,travel certainly,Furniture,8,49,4276,2024-10-23 21:56:56.821984
279,national culture,Books,82,3,4841,2024-10-23 21:56:56.821984
280,hit fight,Toys,16,35,4166,2024-10-23 21:56:56.821984
281,mouth before,Electronics,58,10,4399,2024-10-23 21:56:56.821984
282,far may,Furniture,23,13,4165,2024-10-23 21:56:56.821984
283,reflect but,Electronics,92,7,4769,2024-10-23 21:56:56.821984
284,certain statement,Books,17,42,4911,2024-10-23 21:56:56.821984
285,system enough,Electronics,60,6,4205,2024-10-23 21:56:56.821984
286,air art,Clothing,54,46,4819,2024-10-23 21:56:56.821984
287,suffer machine,Electronics,96,41,4876,2024-10-23 21:56:56.821984
288,thank clear,Grocery,90,15,4509,2024-10-23 21:56:56.821984
289,student pick,Toys,62,45,4848,2024-10-23 21:56:56.821984
290,stuff song,Furniture,49,5,5015,2024-10-23 21:56:56.821984
291,bit offer,Grocery,93,4,4637,2024-10-23 21:56:56.821984
292,hard interest,Furniture,13,8,4823,2024-10-23 21:56:56.821984
293,news assume,Toys,78,20,5005,2024-10-23 21:56:56.821984
294,husband state,Furniture,75,19,4996,2024-10-23 21:56:56.821984
295,tend subject,Toys,49,48,5043,2024-10-23 21:56:56.821984
296,letter action,Grocery,40,18,4107,2024-10-23 21:56:56.821984
297,suggest structure,Electronics,33,33,4690,2024-10-23 21:56:56.821984
298,network culture,Toys,38,14,4137,2024-10-23 21:56:56.821984
299,sister unit,Clothing,26,10,4373,2024-10-23 21:56:56.821984
300,police factor,Electronics,98,36,4318,2024-10-23 21:56:56.821984
301,raise someone,Furniture,70,38,4809,2024-10-23 21:56:56.821984
302,future economy,Books,25,47,4200,2024-10-23 21:56:56.821984
303,almost safe,Clothing,61,23,4831,2024-10-23 21:56:56.821984
304,reveal visit,Grocery,7,14,5039,2024-10-23 21:56:56.821984
305,race better,Electronics,53,16,4195,2024-10-23 21:56:56.821984
306,past door,Books,7,12,4182,2024-10-23 21:56:56.821984
307,necessary watch,Electronics,69,25,4940,2024-10-23 21:56:56.821984
308,yet resource,Electronics,66,8,4496,2024-10-23 21:56:56.821984
309,animal tax,Furniture,76,13,4446,2024-10-23 21:56:56.821984
310,cold region,Clothing,15,43,4802,2024-10-23 21:56:56.821984
311,focus laugh,Clothing,19,22,4573,2024-10-23 21:56:56.821984
312,laugh Democrat,Grocery,96,26,4689,2024-10-23 21:56:56.821984
313,respond set,Electronics,69,19,4310,2024-10-23 21:56:56.821984
314,sign democratic,Grocery,56,49,4480,2024-10-23 21:56:56.821984
315,six boy,Furniture,72,5,4151,2024-10-23 21:56:56.821984
316,cup goal,Electronics,19,38,4277,2024-10-23 21:56:56.821984
317,wish just,Toys,28,19,4529,2024-10-23 21:56:56.821984
318,figure most,Clothing,34,41,4555,2024-10-23 21:56:56.821984
319,both own,Furniture,6,25,4282,2024-10-23 21:56:56.821984
320,last site,Furniture,60,48,5051,2024-10-23 21:56:56.821984
321,tonight record,Furniture,19,11,4492,2024-10-23 21:56:56.821984
322,always policy,Clothing,80,29,4443,2024-10-23 21:56:56.821984
323,scene knowledge,Furniture,24,45,4152,2024-10-23 21:56:56.821984
324,audience meet,Books,59,42,4897,2024-10-23 21:56:56.821984
325,type fear,Books,99,12,4790,2024-10-23 21:56:56.821984
326,door watch,Furniture,6,10,4462,2024-10-23 21:56:56.821984
327,brother enough,Grocery,95,14,4962,2024-10-23 21:56:56.821984
328,call draw,Books,68,49,4338,2024-10-23 21:56:56.821984
329,one western,Clothing,98,1,4787,2024-10-23 21:56:56.821984
330,skill these,Grocery,88,29,4680,2024-10-23 21:56:56.821984
331,coach agree,Toys,82,29,4657,2024-10-23 21:56:56.821984
332,develop foot,Furniture,60,35,4857,2024-10-23 21:56:56.821984
333,evening indeed,Books,54,5,4124,2024-10-23 21:56:56.821984
334,usually across,Clothing,84,37,4168,2024-10-23 21:56:56.821984
335,some reason,Furniture,4,41,4790,2024-10-23 21:56:56.821984
336,hot call,Electronics,77,39,4521,2024-10-23 21:56:56.821984
337,leave country,Clothing,8,2,4324,2024-10-23 21:56:56.821984
338,care majority,Books,76,40,4670,2024-10-23 21:56:56.821984
339,training recent,Grocery,53,29,4498,2024-10-23 21:56:56.821984
340,national so,Grocery,69,42,4252,2024-10-23 21:56:56.821984
341,develop environmental,Furniture,69,34,4984,2024-10-23 21:56:56.821984
342,surface brother,Electronics,34,44,4962,2024-10-23 21:56:56.821984
343,Congress before,Furniture,49,22,4909,2024-10-23 21:56:56.821984
344,production somebody,Toys,73,5,4518,2024-10-23 21:56:56.821984
345,impact it,Electronics,5,38,4971,2024-10-23 21:56:56.821984
346,series whom,Toys,93,35,4387,2024-10-23 21:56:56.821984
347,nothing evening,Furniture,5,29,4345,2024-10-23 21:56:56.821984
348,continue worry,Clothing,36,23,4146,2024-10-23 21:56:56.821984
349,firm detail,Electronics,12,43,5018,2024-10-23 21:56:56.821984
350,according second,Furniture,53,30,4210,2024-10-23 21:56:56.821984
351,night happy,Toys,25,39,4768,2024-10-23 21:56:56.821984
352,short hit,Toys,52,30,4509,2024-10-23 21:56:56.821984
353,they your,Clothing,75,12,4236,2024-10-23 21:56:56.821984
354,beat year,Clothing,4,20,4293,2024-10-23 21:56:56.821984
355,others hair,Grocery,42,38,4634,2024-10-23 21:56:56.821984
356,your star,Electronics,33,12,4064,2024-10-23 21:56:56.821984
357,ahead nearly,Books,79,44,4611,2024-10-23 21:56:56.821984
358,admit provide,Books,98,40,4921,2024-10-23 21:56:56.821984
359,administration large,Grocery,28,33,4240,2024-10-23 21:56:56.821984
360,education red,Clothing,20,19,4567,2024-10-23 21:56:56.821984
361,view American,Books,19,48,5009,2024-10-23 21:56:56.821984
362,along some,Books,5,14,4879,2024-10-23 21:56:56.821984
363,seat hotel,Books,66,15,5039,2024-10-23 21:56:56.821984
364,store protect,Grocery,63,38,4054,2024-10-23 21:56:56.821984
365,series wrong,Toys,97,48,4567,2024-10-23 21:56:56.821984
366,Democrat manager,Grocery,46,2,4629,2024-10-23 21:56:56.821984
367,skill husband,Toys,46,9,4852,2024-10-23 21:56:56.821984
368,return large,Clothing,13,2,4459,2024-10-23 21:56:56.821984
369,time possible,Grocery,7,5,4885,2024-10-23 21:56:56.821984
370,discover doctor,Grocery,84,50,4640,2024-10-23 21:56:56.821984
371,surface firm,Electronics,75,9,4816,2024-10-23 21:56:56.821984
372,participant sister,Toys,74,41,4560,2024-10-23 21:56:56.821984
373,former opportunity,Clothing,9,9,4303,2024-10-23 21:56:56.821984
374,stock summer,Furniture,27,19,4240,2024-10-23 21:56:56.821984
375,hospital raise,Electronics,81,34,4148,2024-10-23 21:56:56.821984
376,your thus,Clothing,62,15,4411,2024-10-23 21:56:56.821984
377,less add,Clothing,28,30,4951,2024-10-23 21:56:56.821984
378,another along,Electronics,21,35,4443,2024-10-23 21:56:56.821984
379,network than,Furniture,3,45,4845,2024-10-23 21:56:56.821984
380,move stuff,Furniture,80,25,4680,2024-10-23 21:56:56.821984
381,cost size,Toys,12,30,4730,2024-10-23 21:56:56.821984
382,evening activity,Furniture,73,49,4650,2024-10-23 21:56:56.821984
383,across detail,Clothing,52,33,4480,2024-10-23 21:56:56.821984
384,few tend,Books,13,17,4562,2024-10-23 21:56:56.821984
385,red sort,Electronics,6,44,4651,2024-10-23 21:56:56.821984
386,however need,Electronics,26,31,4918,2024-10-23 21:56:56.821984
387,behind present,Electronics,44,2,4267,2024-10-23 21:56:56.821984
388,partner young,Electronics,4,18,4320,2024-10-23 21:56:56.821984
389,town road,Books,80,20,4686,2024-10-23 21:56:56.821984
390,magazine write,Toys,79,36,4401,2024-10-23 21:56:56.821984
391,value paper,Clothing,35,23,4281,2024-10-23 21:56:56.821984
392,material organization,Toys,24,34,5026,2024-10-23 21:56:56.821984
393,leave wish,Furniture,61,14,4640,2024-10-23 21:56:56.821984
394,people performance,Furniture,63,37,4561,2024-10-23 21:56:56.821984
395,eye stage,Clothing,66,38,4859,2024-10-23 21:56:56.821984
396,specific management,Books,38,19,4080,2024-10-23 21:56:56.821984
397,sure wide,Furniture,75,22,4404,2024-10-23 21:56:56.821984
398,standard seek,Electronics,13,35,4112,2024-10-23 21:56:56.821984
399,too Republican,Grocery,90,2,4805,2024-10-23 21:56:56.821984
400,price fast,Books,19,41,4988,2024-10-23 21:56:56.821984
401,often door,Toys,95,22,4846,2024-10-23 21:56:56.821984
402,cell so,Toys,57,20,4490,2024-10-23 21:56:56.821984
403,individual cup,Furniture,67,40,4292,2024-10-23 21:56:56.821984
404,commercial they,Furniture,88,23,4216,2024-10-23 21:56:56.821984
405,TV family,Toys,46,7,4069,2024-10-23 21:56:56.821984
406,site level,Grocery,81,6,4562,2024-10-23 21:56:56.821984
407,service idea,Grocery,24,34,4898,2024-10-23 21:56:56.821984
408,actually pay,Toys,30,47,4543,2024-10-23 21:56:56.821984
409,follow for,Furniture,94,37,4631,2024-10-23 21:56:56.821984
410,significant also,Electronics,20,19,4616,2024-10-23 21:56:56.821984
411,lay and,Books,96,11,4791,2024-10-23 21:56:56.821984
412,develop everybody,Books,36,45,4127,2024-10-23 21:56:56.821984
